path_to_img,label
noContact/3446.hdf5,1
noContact/5552.hdf5,1
contact/2899.hdf5,0
noContact/3586.hdf5,1
contact/231.hdf5,0
contact/223.hdf5,0
contact/1094.hdf5,0
contact/460.hdf5,0
contact/1505.hdf5,0
noContact/4448.hdf5,1
contact/334.hdf5,0
contact/569.hdf5,0
contact/210.hdf5,0
noContact/4624.hdf5,1
noContact/3800.hdf5,1
contact/969.hdf5,0
noContact/5743.hdf5,1
noContact/5230.hdf5,1
noContact/3833.hdf5,1
contact/948.hdf5,0
noContact/3954.hdf5,1
contact/3036.hdf5,0
contact/546.hdf5,0
noContact/4910.hdf5,1
contact/296.hdf5,0
noContact/3321.hdf5,1
contact/2077.hdf5,0
contact/2164.hdf5,0
noContact/4989.hdf5,1
contact/1402.hdf5,0
noContact/3448.hdf5,1
contact/225.hdf5,0
noContact/4228.hdf5,1
contact/51.hdf5,0
contact/397.hdf5,0
contact/1857.hdf5,0
noContact/3171.hdf5,1
contact/2567.hdf5,0
noContact/3180.hdf5,1
noContact/5390.hdf5,1
noContact/3290.hdf5,1
contact/997.hdf5,0
contact/1554.hdf5,0
contact/2679.hdf5,0
noContact/5605.hdf5,1
contact/2344.hdf5,0
noContact/5822.hdf5,1
noContact/5036.hdf5,1
contact/1664.hdf5,0
noContact/3561.hdf5,1
contact/956.hdf5,0
contact/1519.hdf5,0
contact/886.hdf5,0
contact/2283.hdf5,0
noContact/4142.hdf5,1
noContact/5205.hdf5,1
contact/413.hdf5,0
contact/2281.hdf5,0
noContact/4352.hdf5,1
contact/2711.hdf5,0
noContact/3391.hdf5,1
noContact/3559.hdf5,1
noContact/5421.hdf5,1
noContact/4912.hdf5,1
noContact/3238.hdf5,1
noContact/5704.hdf5,1
contact/2583.hdf5,0
noContact/4424.hdf5,1
contact/2555.hdf5,0
noContact/5359.hdf5,1
contact/1181.hdf5,0
contact/1404.hdf5,0
contact/2602.hdf5,0
contact/955.hdf5,0
contact/1017.hdf5,0
noContact/4139.hdf5,1
contact/2719.hdf5,0
contact/2891.hdf5,0
noContact/3317.hdf5,1
noContact/3575.hdf5,1
contact/26.hdf5,0
noContact/4270.hdf5,1
noContact/5926.hdf5,1
noContact/5404.hdf5,1
noContact/5055.hdf5,1
noContact/5179.hdf5,1
contact/2816.hdf5,0
noContact/3197.hdf5,1
noContact/5496.hdf5,1
noContact/4420.hdf5,1
contact/2202.hdf5,0
contact/1530.hdf5,0
noContact/3507.hdf5,1
noContact/5503.hdf5,1
contact/1346.hdf5,0
noContact/4007.hdf5,1
contact/2718.hdf5,0
noContact/3886.hdf5,1
noContact/4299.hdf5,1
noContact/5220.hdf5,1
contact/1808.hdf5,0
contact/254.hdf5,0
noContact/5560.hdf5,1
noContact/4077.hdf5,1
noContact/4697.hdf5,1
contact/444.hdf5,0
noContact/6016.hdf5,1
noContact/5643.hdf5,1
contact/582.hdf5,0
contact/2106.hdf5,0
contact/1816.hdf5,0
noContact/5477.hdf5,1
noContact/5170.hdf5,1
contact/2709.hdf5,0
contact/2594.hdf5,0
contact/1675.hdf5,0
noContact/5015.hdf5,1
contact/134.hdf5,0
noContact/3248.hdf5,1
contact/2154.hdf5,0
noContact/3244.hdf5,1
noContact/5525.hdf5,1
contact/1903.hdf5,0
noContact/4306.hdf5,1
contact/2720.hdf5,0
contact/364.hdf5,0
noContact/4883.hdf5,1
noContact/4456.hdf5,1
contact/654.hdf5,0
contact/2756.hdf5,0
contact/1408.hdf5,0
contact/1806.hdf5,0
contact/1008.hdf5,0
contact/1510.hdf5,0
contact/2652.hdf5,0
contact/1731.hdf5,0
contact/591.hdf5,0
contact/2273.hdf5,0
noContact/5737.hdf5,1
noContact/4753.hdf5,1
noContact/3794.hdf5,1
contact/2997.hdf5,0
contact/160.hdf5,0
contact/1220.hdf5,0
noContact/3484.hdf5,1
contact/2495.hdf5,0
contact/827.hdf5,0
contact/1433.hdf5,0
noContact/3472.hdf5,1
contact/2831.hdf5,0
noContact/3434.hdf5,1
contact/682.hdf5,0
noContact/3176.hdf5,1
contact/2671.hdf5,0
contact/1313.hdf5,0
contact/1669.hdf5,0
noContact/3811.hdf5,1
contact/2352.hdf5,0
contact/1650.hdf5,0
contact/1153.hdf5,0
contact/1443.hdf5,0
contact/3033.hdf5,0
noContact/4634.hdf5,1
noContact/4837.hdf5,1
contact/1233.hdf5,0
contact/2622.hdf5,0
noContact/5850.hdf5,1
noContact/5092.hdf5,1
contact/1549.hdf5,0
noContact/4373.hdf5,1
noContact/5598.hdf5,1
contact/1370.hdf5,0
contact/2620.hdf5,0
noContact/6121.hdf5,1
noContact/4703.hdf5,1
noContact/3661.hdf5,1
noContact/3086.hdf5,1
contact/1908.hdf5,0
contact/2390.hdf5,0
contact/1450.hdf5,0
contact/664.hdf5,0
noContact/4087.hdf5,1
contact/2160.hdf5,0
noContact/3915.hdf5,1
noContact/5789.hdf5,1
noContact/5611.hdf5,1
contact/1693.hdf5,0
noContact/3970.hdf5,1
noContact/4732.hdf5,1
noContact/3111.hdf5,1
noContact/3912.hdf5,1
contact/981.hdf5,0
noContact/4618.hdf5,1
contact/2454.hdf5,0
contact/847.hdf5,0
contact/963.hdf5,0
contact/249.hdf5,0
noContact/4890.hdf5,1
noContact/3630.hdf5,1
noContact/3995.hdf5,1
contact/230.hdf5,0
contact/2453.hdf5,0
contact/168.hdf5,0
contact/2726.hdf5,0
noContact/4029.hdf5,1
contact/109.hdf5,0
noContact/6128.hdf5,1
noContact/3867.hdf5,1
noContact/4694.hdf5,1
noContact/4963.hdf5,1
noContact/5584.hdf5,1
noContact/5318.hdf5,1
noContact/3495.hdf5,1
noContact/5078.hdf5,1
contact/2733.hdf5,0
noContact/4906.hdf5,1
contact/1499.hdf5,0
contact/2902.hdf5,0
contact/301.hdf5,0
noContact/3739.hdf5,1
noContact/3532.hdf5,1
contact/1190.hdf5,0
noContact/3445.hdf5,1
contact/2285.hdf5,0
contact/2801.hdf5,0
contact/1291.hdf5,0
contact/2553.hdf5,0
noContact/4292.hdf5,1
noContact/3528.hdf5,1
noContact/5650.hdf5,1
noContact/5965.hdf5,1
contact/289.hdf5,0
noContact/3396.hdf5,1
noContact/3107.hdf5,1
noContact/5305.hdf5,1
noContact/3592.hdf5,1
noContact/5920.hdf5,1
noContact/4197.hdf5,1
contact/2242.hdf5,0
noContact/4679.hdf5,1
contact/1215.hdf5,0
noContact/4955.hdf5,1
contact/2460.hdf5,0
noContact/3147.hdf5,1
noContact/3128.hdf5,1
contact/946.hdf5,0
contact/1113.hdf5,0
noContact/3627.hdf5,1
contact/1325.hdf5,0
contact/403.hdf5,0
contact/226.hdf5,0
contact/1853.hdf5,0
noContact/3779.hdf5,1
noContact/5953.hdf5,1
noContact/3988.hdf5,1
noContact/5402.hdf5,1
noContact/5839.hdf5,1
noContact/5544.hdf5,1
contact/529.hdf5,0
noContact/5312.hdf5,1
contact/2984.hdf5,0
noContact/5147.hdf5,1
contact/1874.hdf5,0
noContact/4984.hdf5,1
noContact/5865.hdf5,1
noContact/4194.hdf5,1
contact/2025.hdf5,0
contact/758.hdf5,0
noContact/4275.hdf5,1
contact/708.hdf5,0
contact/1045.hdf5,0
noContact/4427.hdf5,1
contact/379.hdf5,0
contact/2576.hdf5,0
noContact/5728.hdf5,1
contact/2740.hdf5,0
noContact/6144.hdf5,1
noContact/3360.hdf5,1
contact/1059.hdf5,0
noContact/4439.hdf5,1
contact/1161.hdf5,0
noContact/4923.hdf5,1
contact/1521.hdf5,0
noContact/3994.hdf5,1
contact/712.hdf5,0
contact/343.hdf5,0
contact/1041.hdf5,0
contact/787.hdf5,0
noContact/3118.hdf5,1
contact/506.hdf5,0
contact/2217.hdf5,0
contact/2538.hdf5,0
noContact/4632.hdf5,1
contact/1550.hdf5,0
noContact/5458.hdf5,1
noContact/4927.hdf5,1
contact/883.hdf5,0
noContact/4820.hdf5,1
contact/2482.hdf5,0
noContact/3345.hdf5,1
noContact/4655.hdf5,1
noContact/5884.hdf5,1
contact/282.hdf5,0
contact/2011.hdf5,0
noContact/3080.hdf5,1
contact/1186.hdf5,0
noContact/3888.hdf5,1
noContact/4002.hdf5,1
contact/2340.hdf5,0
noContact/5748.hdf5,1
contact/667.hdf5,0
contact/1406.hdf5,0
noContact/3344.hdf5,1
contact/1789.hdf5,0
contact/724.hdf5,0
noContact/5460.hdf5,1
noContact/4112.hdf5,1
noContact/4864.hdf5,1
noContact/6097.hdf5,1
contact/381.hdf5,0
contact/117.hdf5,0
contact/715.hdf5,0
contact/495.hdf5,0
noContact/5672.hdf5,1
noContact/4708.hdf5,1
contact/24.hdf5,0
noContact/6027.hdf5,1
contact/1976.hdf5,0
contact/642.hdf5,0
noContact/5162.hdf5,1
contact/5.hdf5,0
noContact/4719.hdf5,1
contact/914.hdf5,0
contact/1305.hdf5,0
noContact/3714.hdf5,1
noContact/5464.hdf5,1
contact/2206.hdf5,0
noContact/6131.hdf5,1
contact/2111.hdf5,0
contact/1128.hdf5,0
noContact/3223.hdf5,1
contact/2089.hdf5,0
noContact/4751.hdf5,1
noContact/4041.hdf5,1
contact/2873.hdf5,0
noContact/4347.hdf5,1
contact/781.hdf5,0
contact/1133.hdf5,0
noContact/5482.hdf5,1
contact/2303.hdf5,0
contact/2127.hdf5,0
noContact/5268.hdf5,1
contact/1682.hdf5,0
contact/1476.hdf5,0
noContact/3544.hdf5,1
noContact/3372.hdf5,1
contact/1729.hdf5,0
noContact/4140.hdf5,1
noContact/3902.hdf5,1
contact/971.hdf5,0
contact/925.hdf5,0
noContact/5603.hdf5,1
noContact/3680.hdf5,1
contact/103.hdf5,0
noContact/3500.hdf5,1
noContact/5096.hdf5,1
noContact/4145.hdf5,1
noContact/4539.hdf5,1
contact/978.hdf5,0
noContact/4020.hdf5,1
contact/1411.hdf5,0
contact/290.hdf5,0
noContact/3367.hdf5,1
contact/2336.hdf5,0
noContact/3101.hdf5,1
contact/2121.hdf5,0
noContact/4738.hdf5,1
contact/1844.hdf5,0
contact/1052.hdf5,0
contact/153.hdf5,0
contact/34.hdf5,0
noContact/3831.hdf5,1
noContact/3234.hdf5,1
noContact/5307.hdf5,1
noContact/3787.hdf5,1
noContact/5830.hdf5,1
contact/1309.hdf5,0
noContact/5798.hdf5,1
contact/1343.hdf5,0
noContact/5500.hdf5,1
noContact/3658.hdf5,1
contact/662.hdf5,0
contact/2167.hdf5,0
noContact/4680.hdf5,1
contact/2488.hdf5,0
noContact/5597.hdf5,1
contact/1378.hdf5,0
contact/2286.hdf5,0
contact/2080.hdf5,0
noContact/4057.hdf5,1
contact/844.hdf5,0
noContact/5213.hdf5,1
contact/1672.hdf5,0
contact/1131.hdf5,0
contact/162.hdf5,0
contact/906.hdf5,0
noContact/5131.hdf5,1
contact/1480.hdf5,0
contact/328.hdf5,0
noContact/5978.hdf5,1
noContact/6149.hdf5,1
contact/2473.hdf5,0
noContact/3887.hdf5,1
noContact/3416.hdf5,1
contact/1543.hdf5,0
noContact/3426.hdf5,1
contact/480.hdf5,0
noContact/4399.hdf5,1
contact/738.hdf5,0
noContact/3179.hdf5,1
contact/1070.hdf5,0
noContact/5304.hdf5,1
contact/1191.hdf5,0
contact/1405.hdf5,0
noContact/4690.hdf5,1
contact/1390.hdf5,0
noContact/4669.hdf5,1
contact/2958.hdf5,0
noContact/4008.hdf5,1
contact/719.hdf5,0
noContact/4858.hdf5,1
contact/2600.hdf5,0
noContact/3850.hdf5,1
noContact/5561.hdf5,1
contact/319.hdf5,0
contact/3009.hdf5,0
noContact/5675.hdf5,1
noContact/4073.hdf5,1
contact/1478.hdf5,0
contact/1091.hdf5,0
noContact/4340.hdf5,1
noContact/5747.hdf5,1
noContact/5308.hdf5,1
contact/125.hdf5,0
noContact/3964.hdf5,1
contact/1244.hdf5,0
noContact/3161.hdf5,1
noContact/5614.hdf5,1
contact/2778.hdf5,0
contact/451.hdf5,0
noContact/5662.hdf5,1
noContact/3922.hdf5,1
contact/3044.hdf5,0
contact/677.hdf5,0
noContact/5952.hdf5,1
contact/1199.hdf5,0
contact/1774.hdf5,0
noContact/3832.hdf5,1
noContact/6031.hdf5,1
noContact/5905.hdf5,1
noContact/4332.hdf5,1
noContact/3981.hdf5,1
noContact/4215.hdf5,1
noContact/4122.hdf5,1
noContact/5226.hdf5,1
noContact/4801.hdf5,1
noContact/3747.hdf5,1
contact/1832.hdf5,0
noContact/5649.hdf5,1
contact/520.hdf5,0
noContact/3168.hdf5,1
noContact/6155.hdf5,1
contact/2161.hdf5,0
noContact/3140.hdf5,1
contact/2356.hdf5,0
noContact/5510.hdf5,1
contact/1566.hdf5,0
noContact/3654.hdf5,1
noContact/5574.hdf5,1
contact/686.hdf5,0
noContact/5498.hdf5,1
noContact/5679.hdf5,1
noContact/5720.hdf5,1
noContact/3406.hdf5,1
contact/43.hdf5,0
noContact/5881.hdf5,1
noContact/6105.hdf5,1
contact/1367.hdf5,0
contact/3013.hdf5,0
noContact/5133.hdf5,1
contact/1237.hdf5,0
noContact/3309.hdf5,1
contact/751.hdf5,0
contact/2918.hdf5,0
noContact/4311.hdf5,1
contact/659.hdf5,0
noContact/3083.hdf5,1
noContact/3836.hdf5,1
contact/74.hdf5,0
contact/1437.hdf5,0
contact/2246.hdf5,0
contact/909.hdf5,0
noContact/4876.hdf5,1
noContact/4561.hdf5,1
contact/505.hdf5,0
contact/3052.hdf5,0
noContact/3338.hdf5,1
contact/2817.hdf5,0
noContact/6099.hdf5,1
noContact/5206.hdf5,1
noContact/3245.hdf5,1
contact/2560.hdf5,0
noContact/4936.hdf5,1
noContact/6061.hdf5,1
contact/1368.hdf5,0
contact/1692.hdf5,0
noContact/3278.hdf5,1
contact/189.hdf5,0
noContact/3656.hdf5,1
noContact/4925.hdf5,1
contact/1455.hdf5,0
contact/349.hdf5,0
noContact/5462.hdf5,1
noContact/3119.hdf5,1
noContact/3548.hdf5,1
contact/1758.hdf5,0
noContact/5689.hdf5,1
noContact/5291.hdf5,1
contact/1146.hdf5,0
contact/2314.hdf5,0
noContact/4972.hdf5,1
noContact/3591.hdf5,1
contact/1959.hdf5,0
contact/267.hdf5,0
contact/2146.hdf5,0
noContact/3430.hdf5,1
contact/1188.hdf5,0
contact/1612.hdf5,0
noContact/4611.hdf5,1
noContact/5052.hdf5,1
contact/673.hdf5,0
noContact/5917.hdf5,1
contact/1604.hdf5,0
contact/2265.hdf5,0
noContact/3966.hdf5,1
noContact/5093.hdf5,1
contact/534.hdf5,0
contact/1123.hdf5,0
noContact/4042.hdf5,1
noContact/5873.hdf5,1
contact/1655.hdf5,0
noContact/4267.hdf5,1
contact/2939.hdf5,0
noContact/4286.hdf5,1
contact/144.hdf5,0
noContact/5222.hdf5,1
noContact/5592.hdf5,1
noContact/5729.hdf5,1
contact/2866.hdf5,0
noContact/3573.hdf5,1
noContact/4646.hdf5,1
contact/1582.hdf5,0
noContact/3371.hdf5,1
contact/2023.hdf5,0
noContact/5811.hdf5,1
noContact/4435.hdf5,1
contact/898.hdf5,0
noContact/5954.hdf5,1
contact/1042.hdf5,0
noContact/5121.hdf5,1
noContact/3873.hdf5,1
contact/7.hdf5,0
noContact/4229.hdf5,1
contact/1234.hdf5,0
noContact/5122.hdf5,1
contact/2391.hdf5,0
contact/549.hdf5,0
noContact/5071.hdf5,1
noContact/3791.hdf5,1
contact/943.hdf5,0
contact/2758.hdf5,0
noContact/5112.hdf5,1
noContact/3734.hdf5,1
noContact/5329.hdf5,1
contact/1275.hdf5,0
noContact/5330.hdf5,1
contact/1158.hdf5,0
noContact/3458.hdf5,1
noContact/5303.hdf5,1
noContact/4705.hdf5,1
contact/592.hdf5,0
noContact/5125.hdf5,1
contact/491.hdf5,0
contact/951.hdf5,0
noContact/4117.hdf5,1
noContact/3162.hdf5,1
contact/287.hdf5,0
noContact/4699.hdf5,1
contact/1803.hdf5,0
contact/734.hdf5,0
contact/1890.hdf5,0
contact/954.hdf5,0
contact/800.hdf5,0
contact/1371.hdf5,0
noContact/3947.hdf5,1
contact/1963.hdf5,0
contact/2747.hdf5,0
contact/965.hdf5,0
contact/2575.hdf5,0
noContact/4726.hdf5,1
noContact/3742.hdf5,1
noContact/4558.hdf5,1
noContact/4644.hdf5,1
contact/949.hdf5,0
contact/655.hdf5,0
noContact/4737.hdf5,1
noContact/3407.hdf5,1
noContact/3682.hdf5,1
contact/132.hdf5,0
contact/2837.hdf5,0
noContact/3482.hdf5,1
contact/2750.hdf5,0
noContact/5025.hdf5,1
contact/2073.hdf5,0
contact/58.hdf5,0
noContact/5417.hdf5,1
contact/146.hdf5,0
contact/448.hdf5,0
contact/344.hdf5,0
noContact/3356.hdf5,1
contact/321.hdf5,0
contact/599.hdf5,0
contact/354.hdf5,0
noContact/3535.hdf5,1
contact/2233.hdf5,0
contact/1617.hdf5,0
noContact/3816.hdf5,1
contact/3048.hdf5,0
contact/629.hdf5,0
contact/1348.hdf5,0
noContact/4162.hdf5,1
noContact/3241.hdf5,1
noContact/5960.hdf5,1
contact/1465.hdf5,0
noContact/3489.hdf5,1
noContact/5198.hdf5,1
contact/371.hdf5,0
noContact/5224.hdf5,1
noContact/3087.hdf5,1
noContact/4328.hdf5,1
contact/1999.hdf5,0
noContact/5993.hdf5,1
noContact/5241.hdf5,1
contact/2985.hdf5,0
contact/1794.hdf5,0
noContact/5928.hdf5,1
contact/1440.hdf5,0
noContact/5716.hdf5,1
noContact/3582.hdf5,1
noContact/4430.hdf5,1
noContact/5889.hdf5,1
contact/1583.hdf5,0
noContact/5370.hdf5,1
noContact/3997.hdf5,1
contact/353.hdf5,0
noContact/6018.hdf5,1
noContact/4549.hdf5,1
contact/2754.hdf5,0
contact/1274.hdf5,0
noContact/4551.hdf5,1
contact/1063.hdf5,0
contact/2136.hdf5,0
noContact/3239.hdf5,1
noContact/4100.hdf5,1
noContact/5168.hdf5,1
noContact/5288.hdf5,1
contact/1822.hdf5,0
noContact/3193.hdf5,1
contact/536.hdf5,0
noContact/4532.hdf5,1
noContact/4808.hdf5,1
noContact/4879.hdf5,1
contact/512.hdf5,0
noContact/5242.hdf5,1
contact/1701.hdf5,0
contact/1479.hdf5,0
contact/150.hdf5,0
noContact/4273.hdf5,1
noContact/5048.hdf5,1
contact/1134.hdf5,0
contact/2523.hdf5,0
contact/3010.hdf5,0
noContact/4152.hdf5,1
contact/1272.hdf5,0
contact/3049.hdf5,0
noContact/3305.hdf5,1
contact/845.hdf5,0
contact/1864.hdf5,0
noContact/3424.hdf5,1
noContact/3542.hdf5,1
contact/613.hdf5,0
noContact/5066.hdf5,1
noContact/5660.hdf5,1
contact/1921.hdf5,0
contact/1713.hdf5,0
contact/1508.hdf5,0
noContact/4822.hdf5,1
contact/1442.hdf5,0
contact/406.hdf5,0
contact/2693.hdf5,0
contact/1498.hdf5,0
contact/2221.hdf5,0
contact/2306.hdf5,0
contact/1335.hdf5,0
noContact/4200.hdf5,1
noContact/3227.hdf5,1
noContact/3955.hdf5,1
noContact/3720.hdf5,1
contact/304.hdf5,0
noContact/4336.hdf5,1
contact/1877.hdf5,0
contact/1955.hdf5,0
noContact/4178.hdf5,1
contact/409.hdf5,0
noContact/4477.hdf5,1
contact/2059.hdf5,0
contact/2502.hdf5,0
noContact/4799.hdf5,1
contact/2065.hdf5,0
noContact/6115.hdf5,1
noContact/5543.hdf5,1
contact/2999.hdf5,0
noContact/4421.hdf5,1
noContact/4959.hdf5,1
contact/2451.hdf5,0
contact/1171.hdf5,0
contact/52.hdf5,0
contact/2030.hdf5,0
noContact/4220.hdf5,1
noContact/3409.hdf5,1
noContact/4298.hdf5,1
contact/776.hdf5,0
noContact/3929.hdf5,1
noContact/6013.hdf5,1
contact/1231.hdf5,0
contact/1681.hdf5,0
noContact/5045.hdf5,1
noContact/3579.hdf5,1
contact/1761.hdf5,0
noContact/3433.hdf5,1
noContact/4033.hdf5,1
contact/2095.hdf5,0
noContact/3662.hdf5,1
contact/1132.hdf5,0
contact/1716.hdf5,0
noContact/5492.hdf5,1
noContact/5486.hdf5,1
contact/87.hdf5,0
contact/203.hdf5,0
noContact/4926.hdf5,1
noContact/5490.hdf5,1
noContact/5166.hdf5,1
noContact/5457.hdf5,1
contact/825.hdf5,0
contact/136.hdf5,0
contact/62.hdf5,0
contact/2880.hdf5,0
noContact/5409.hdf5,1
noContact/5975.hdf5,1
contact/2599.hdf5,0
noContact/6030.hdf5,1
noContact/5971.hdf5,1
noContact/4573.hdf5,1
contact/1577.hdf5,0
noContact/5180.hdf5,1
contact/1066.hdf5,0
noContact/3190.hdf5,1
noContact/4135.hdf5,1
contact/351.hdf5,0
contact/821.hdf5,0
contact/698.hdf5,0
contact/2633.hdf5,0
contact/921.hdf5,0
noContact/4475.hdf5,1
contact/421.hdf5,0
contact/1798.hdf5,0
noContact/5040.hdf5,1
noContact/4410.hdf5,1
contact/1790.hdf5,0
contact/1344.hdf5,0
noContact/4868.hdf5,1
noContact/4081.hdf5,1
noContact/3604.hdf5,1
noContact/3864.hdf5,1
noContact/3125.hdf5,1
contact/2544.hdf5,0
noContact/5508.hdf5,1
contact/1889.hdf5,0
noContact/5797.hdf5,1
contact/2252.hdf5,0
noContact/5706.hdf5,1
contact/2308.hdf5,0
noContact/4833.hdf5,1
noContact/4214.hdf5,1
contact/2813.hdf5,0
noContact/5105.hdf5,1
noContact/4514.hdf5,1
contact/2674.hdf5,0
contact/446.hdf5,0
noContact/3397.hdf5,1
contact/294.hdf5,0
contact/942.hdf5,0
contact/1747.hdf5,0
contact/417.hdf5,0
contact/2435.hdf5,0
contact/2479.hdf5,0
noContact/3530.hdf5,1
contact/2044.hdf5,0
contact/2319.hdf5,0
noContact/5901.hdf5,1
contact/1767.hdf5,0
noContact/3331.hdf5,1
contact/589.hdf5,0
noContact/5480.hdf5,1
noContact/5395.hdf5,1
contact/993.hdf5,0
noContact/4327.hdf5,1
noContact/5104.hdf5,1
contact/2713.hdf5,0
contact/1422.hdf5,0
contact/877.hdf5,0
noContact/4642.hdf5,1
contact/2249.hdf5,0
contact/1035.hdf5,0
noContact/5010.hdf5,1
noContact/5472.hdf5,1
noContact/3141.hdf5,1
contact/3065.hdf5,0
noContact/4521.hdf5,1
contact/284.hdf5,0
noContact/3928.hdf5,1
contact/1386.hdf5,0
contact/268.hdf5,0
contact/1818.hdf5,0
contact/2325.hdf5,0
contact/838.hdf5,0
contact/2110.hdf5,0
noContact/4234.hdf5,1
contact/1194.hdf5,0
contact/998.hdf5,0
contact/2895.hdf5,0
contact/779.hdf5,0
noContact/3889.hdf5,1
noContact/3303.hdf5,1
contact/1950.hdf5,0
noContact/4019.hdf5,1
contact/681.hdf5,0
noContact/4414.hdf5,1
contact/1922.hdf5,0
contact/390.hdf5,0
contact/140.hdf5,0
contact/3023.hdf5,0
contact/494.hdf5,0
noContact/3130.hdf5,1
noContact/5713.hdf5,1
noContact/5014.hdf5,1
noContact/5821.hdf5,1
noContact/5796.hdf5,1
noContact/6002.hdf5,1
noContact/5475.hdf5,1
noContact/3266.hdf5,1
contact/2086.hdf5,0
contact/580.hdf5,0
noContact/5678.hdf5,1
noContact/4384.hdf5,1
noContact/3810.hdf5,1
noContact/5595.hdf5,1
noContact/4021.hdf5,1
contact/1284.hdf5,0
noContact/3088.hdf5,1
noContact/4852.hdf5,1
noContact/5775.hdf5,1
contact/70.hdf5,0
noContact/3543.hdf5,1
contact/3034.hdf5,0
noContact/4359.hdf5,1
contact/2957.hdf5,0
noContact/3678.hdf5,1
noContact/5918.hdf5,1
noContact/5981.hdf5,1
contact/982.hdf5,0
contact/665.hdf5,0
contact/2845.hdf5,0
contact/1931.hdf5,0
noContact/5171.hdf5,1
contact/329.hdf5,0
contact/338.hdf5,0
noContact/4595.hdf5,1
noContact/6145.hdf5,1
noContact/4839.hdf5,1
contact/2193.hdf5,0
noContact/5970.hdf5,1
contact/1557.hdf5,0
noContact/5118.hdf5,1
contact/2276.hdf5,0
noContact/4219.hdf5,1
noContact/4457.hdf5,1
contact/3029.hdf5,0
noContact/4284.hdf5,1
contact/1795.hdf5,0
contact/836.hdf5,0
contact/773.hdf5,0
contact/1614.hdf5,0
noContact/6079.hdf5,1
noContact/5212.hdf5,1
contact/1379.hdf5,0
noContact/5238.hdf5,1
noContact/4922.hdf5,1
contact/986.hdf5,0
contact/2465.hdf5,0
contact/2158.hdf5,0
contact/100.hdf5,0
contact/1770.hdf5,0
noContact/3570.hdf5,1
noContact/3465.hdf5,1
contact/385.hdf5,0
contact/1373.hdf5,0
noContact/3508.hdf5,1
noContact/5255.hdf5,1
contact/251.hdf5,0
contact/760.hdf5,0
contact/3074.hdf5,0
contact/428.hdf5,0
noContact/3746.hdf5,1
noContact/3872.hdf5,1
contact/492.hdf5,0
contact/1221.hdf5,0
contact/976.hdf5,0
noContact/3719.hdf5,1
noContact/4805.hdf5,1
contact/101.hdf5,0
contact/1645.hdf5,0
noContact/5806.hdf5,1
noContact/5645.hdf5,1
noContact/5062.hdf5,1
noContact/5776.hdf5,1
contact/1395.hdf5,0
contact/145.hdf5,0
noContact/3716.hdf5,1
noContact/5059.hdf5,1
contact/2832.hdf5,0
contact/1385.hdf5,0
noContact/5946.hdf5,1
noContact/3690.hdf5,1
noContact/5065.hdf5,1
contact/1695.hdf5,0
contact/2685.hdf5,0
noContact/4901.hdf5,1
contact/169.hdf5,0
contact/1306.hdf5,0
contact/1148.hdf5,0
contact/2661.hdf5,0
noContact/4613.hdf5,1
contact/839.hdf5,0
contact/2906.hdf5,0
contact/2881.hdf5,0
contact/527.hdf5,0
noContact/3876.hdf5,1
contact/2853.hdf5,0
contact/2587.hdf5,0
noContact/3823.hdf5,1
contact/556.hdf5,0
noContact/3925.hdf5,1
noContact/5300.hdf5,1
contact/533.hdf5,0
